,종목코드,종목명
0,027410,BGF리테일
1,138930,BNK금융지주
2,001040,CJ
3,000120,CJ대한통운
4,097950,CJ제일제당
5,114090,GKL
6,078930,GS
7,007070,GS리테일
8,001060,JW중외제약
9,105560,KB금융
10,002380,KCC
11,030200,KT
12,033780,KT&G
13,093050,LF
14,003550,LG
15,034220,LG디스플레이
16,001120,LG상사
17,068870,LG생명과학
18,051900,LG생활건강
19,032640,LG유플러스
20,011070,LG이노텍
21,066570,LG전자
22,108670,LG하우시스
23,051910,LG화학
24,006260,LS
25,010120,LS산전
26,035420,NAVER
27,005940,NH투자증권
28,010060,OCI
29,005490,POSCO
30,064960,S&T모티브
31,003570,S&T중공업
32,010950,S-Oil
33,034120,SBS
34,034730,SK
35,011790,SKC
36,001740,SK네트웍스
37,096770,SK이노베이션
38,006120,SK케미칼
39,017670,SK텔레콤
40,000660,SK하이닉스
41,035250,강원랜드
42,000050,경방
43,010130,고려아연
44,002240,고려제강
45,009290,광동제약
46,007690,국도화학
47,011780,금호석유
48,073240,금호타이어
49,000270,기아차
50,024110,기업은행
51,003920,남양유업
52,025860,남해화학
53,002350,넥센타이어
54,006280,녹십자
55,004370,농심
56,019680,대교
57,008060,대덕전자
58,000210,대림산업
59,001680,대상
60,047040,대우건설
61,042660,대우조선해양
62,069620,대웅제약
63,006650,대한유화
64,003490,대한항공
65,001230,동국제강
66,000990,동부하이텍
67,005830,동부화재
68,000640,동아쏘시오홀딩스
69,170900,동아에스티
70,007340,동아타이어
71,001520,동양
72,049770,동원F&B
73,014820,동원시스템즈
74,000150,두산
75,042670,두산인프라코어
76,034020,두산중공업
77,115390,락앤락
78,023530,롯데쇼핑
79,004000,롯데정밀화학
80,004990,롯데제과
81,005300,롯데칠성
82,011170,롯데케미칼
83,002270,롯데푸드
84,204320,만도
85,033920,무학
86,006800,미래에셋대우
87,037620,미래에셋증권
88,007210,벽산
89,003850,보령제약
90,003000,부광약품
91,005180,빙그레
92,005090,삼광글라스
93,005610,삼립식품
94,006400,삼성SDI
95,028260,삼성물산
96,032830,삼성생명
97,018260,삼성에스디에스
98,028050,삼성엔지니어링
99,009150,삼성전기
100,005930,삼성전자
101,010140,삼성중공업
102,016360,삼성증권
103,029780,삼성카드
104,000810,삼성화재
105,145990,삼양사
106,000070,삼양홀딩스
107,008490,서흥
108,004490,세방전지
109,001430,세아베스틸
110,003030,세아제강
111,029530,신도리코
112,004170,신세계
113,055550,신한지주
114,003410,쌍용양회
115,003620,쌍용차
116,002790,아모레G
117,090430,아모레퍼시픽
118,010780,아이에스동서
119,005850,에스엘
120,012750,에스원
121,078520,에이블씨엔씨
122,036570,엔씨소프트
123,111770,영원무역
124,003520,영진약품
125,000670,영풍
126,007310,오뚜기
127,001800,오리온
128,000030,우리은행
129,014830,유니드
130,000100,유한양행
131,139480,이마트
132,000230,일동제약
133,003200,일신방직
134,007570,일양약품
135,020150,일진머티리얼즈
136,030000,제일기획
137,002620,제일약품
138,004700,조광피혁
139,185750,종근당
140,192820,코스맥스
141,120110,코오롱인더
142,021240,코웨이
143,192400,쿠쿠전자
144,005740,크라운제과
145,003240,태광산업
146,036580,팜스코
147,047050,포스코대우
148,103140,풍산
149,086790,하나금융지주
150,000080,하이트진로
151,000140,하이트진로홀딩스
152,036460,한국가스공사
153,071050,한국금융지주
154,025540,한국단자
155,002960,한국쉘석유
156,015760,한국전력
157,104700,한국철강
158,161890,한국콜마
159,161390,한국타이어
160,000240,한국타이어월드와이드
161,047810,한국항공우주
162,060980,한라홀딩스
163,008930,한미사이언스
164,128940,한미약품
165,009240,한샘
166,020000,한섬
167,105630,한세실업
168,014680,한솔케미칼
169,004710,한솔테크닉스
170,018880,한온시스템
171,009420,한올바이오파마
172,003300,한일시멘트
173,051600,한전KPS
174,052690,한전기술
175,097230,한진중공업
176,000880,한화
177,088350,한화생명
178,009830,한화케미칼
179,012450,한화테크윈
180,000720,현대건설
181,005440,현대그린푸드
182,086280,현대글로비스
183,064350,현대로템
184,079430,현대리바트
185,012330,현대모비스
186,010620,현대미포조선
187,069960,현대백화점
188,012630,현대산업
189,017800,현대엘리베이
190,011210,현대위아
191,004020,현대제철
192,009540,현대중공업
193,003450,현대증권
194,005380,현대차
195,057050,현대홈쇼핑
196,008770,호텔신라
197,004800,효성
198,093370,후성
199,069260,휴켐스
200,082740,두산엔진
201,009680,모토닉
202,009580,무림P&P
203,084870,베이직하우스
204,007860,서연
205,033530,세종공업
206,000480,조선내화
207,042700,한미반도체
208,004150,한솔홀딩스
209,011200,현대상선
210,010690,화신
211,079980,휴비스
