,Unnamed: 0,제 52 기,제 51 기,제 50 기
0,자산,nan0,nan0,nan0
1,유동자산,12469315864941.00,1980098794350.00,1726132454904.00
2,현금및현금성자산,2066404434255.00,304729405384.00,151700965627.00
3,단기금융상품,65704789868.00,68610000000.00,3880450000.00
4,단기매도가능금융자산,1089494861.00,876860000.00,430860000.00
5,매출채권,5633953353495.00,931930789540.00,879804267274.00
6,기타유동자산,3316118299112.00,138412710476.00,238459108364.00
7,재고자산,1386045493350.00,535539028950.00,451856803639.00
8,매각예정자산,71815776563.00,nan0,26805948647.00
9,비유동자산,29820299323633.00,7531332617106.00,6800950528274.00
10,매도가능금융자산,15975618367945.00,4568135529309.00,4085340795937.00
11,관계기업 및 공동기업 투자,5642058394513.00,367285969468.00,163997290506.00
12,유형자산,5098048849799.00,2131787309098.00,2117748864367.00
13,투자부동산,133046246566.00,8305388417.00,8391770171.00
14,생물자산,38648143300.00,nan0,nan0
15,무형자산,1840171861983.00,274750334550.00,237715607266.00
16,이연법인세자산,43095015908.00,18829739468.00,3819824238.00
17,기타비유동자산,1049612443619.00,162238346796.00,183936375789.00
18,자산총계,42361430965137.00,9511431411456.00,8553888931825.00
19,부채,nan0,nan0,nan0
20,유동부채,15074383088757.00,1265544425218.00,1814636919679.00
21,매입채무,1738438472545.00,267921134690.00,265186362150.00
22,단기차입금,2286527547843.00,63252708354.00,751489672301.00
23,유동성장기채무,1516718657849.00,311570526841.00,275456561072.00
24,당기법인세부채,150110379697.00,123138388005.00,64357807114.00
25,기타유동부채,9382588030823.00,499661667328.00,458146517042.00
26,매각예정부채,nan0,nan0,26148058293.00
27,비유동부채,8973112258044.00,2960597137865.00,2763970923543.00
28,사채 및 장기차입금,3943011404511.00,1385103317615.00,1303065545813.00
29,순확정급여부채,121425319331.00,17101269735.00,16743459526.00
30,이연법인세부채,3942461720724.00,1020622799932.00,893736896630.00
31,충당부채,240658946590.00,1051160849.00,746100056.00
32,기타비유동부채,725554866888.00,536718589734.00,549678921518.00
33,부채총계,24047495346801.00,4226141563083.00,4604755901515.00
34,자본,nan0,nan0,nan0
35,자본금,16501678477652.00,5283060804626.00,3946350625210.00
36,자본금,19131748300.00,13500000000.00,12500000000.00
37,연결자본잉여금,10039685039551.00,575284541800.00,51697274802.00
38,기타자본,1231965571627.00,2211999765110.00,1844371231303.00
39,연결이익잉여금,5210896118174.00,2482276497716.00,2037782119105.00
40,비지배지분,1812257140684.00,2229043747.00,2782405100.00
41,자본총계,18313935618336.00,5285289848373.00,3949133030310.00
42,부채와자본총계,42361430965137.00,9511431411456.00,8553888931825.00
43,매출액,133446753704140,51295644260330,32260587051060
44,매출원가,111987221623690,34968684814810,26422223425410
45,매출총이익,21459532080450,16326959445520,5838363625650
46,판매비와관리비,21088148586290,14192845766370,4727435260250
47,영업이익,371383494160,2134113679150,1110928365400
48,기타수익,35103008480810,595415152950,656591215350
49,기타비용,5581363057420,354770483860,599140588330
50,금융수익,1030129980170,116369672000,39655799020
51,금융비용,1557809199980,653221050570,464613235070
52,지분법이익,28420499510,19053580210,2666549900
53,지분법손실,1636475284980,388274851180,700241115160
54,계속사업 법인세비용차감전순이익,27757294912270,1468685698700,45846991110
55,계속사업 법인세비용,900783750810,552928160860,97565315400
56,계속사업이익,26856511161460,915757537840,"(5,171,832,429)0"
57,중단영업이익,00,3634966059990,503639802910
58,당기순이익,26856511161460,4550723597830,451921478620
59,기타포괄손익,4578793766200,3564971912850,2899946201630
60,후속적으로 당기손익으로 재분류되는 포괄손익,4752367950530,3676497876040,2887367555020
61,후속적으로 당기손익으로 재분류되지 않는 포괄손익,"(17,357,418,433)0","(11,152,596,319)0",12578646610
62,총포괄손익,31435304927660,8115695510680,3351867680250
63,당기순이익의 귀속,nan0,nan0,nan0
64,지배기업 소유주지분,27468123049470,4556469749310,452156342270
65,비지배지분,"(61,161,188,801)0","(574,615,148)0","(23,486,365)0"
