,Unnamed: 0,제 25 기,제 24 기,제 23 기
0,자산,nan000000,nan000000,nan000000
1,유동자산,29765131000000,927128000000,988337000000
2,현금및현금성자산,6995224000000,246017000000,259061000000
3,매출채권,10177906000000,453472000000,484896000000
4,미수금,1654688000000,2047000000,2542000000
5,재고자산,5643327000000,141780000000,83675000000
6,매도가능금융자산,153340000000,0000000,0000000
7,기타의유동자산,5090707000000,83812000000,158163000000
8,매각예정자산,49939000000,0000000,0000000
9,비유동자산,66868678000000,4379911000000,4304593000000
10,장기매출채권,45251000000,174000000,653000000
11,장기미수금,117161000000,0000000,0000000
12,매도가능금융자산,1906664000000,367692000000,307012000000
13,관계기업및공동기업투자,11157775000000,3314585000000,3391718000000
14,유형자산,39445286000000,574183000000,467969000000
15,투자부동산,797808000000,0000000,0000000
16,영업권,27078000000,22468000000,22468000000
17,무형자산,9722351000000,79269000000,90126000000
18,이연법인세자산,629235000000,0000000,0000000
19,기타의비유동자산,3020069000000,21540000000,24647000000
20,자산총계,96633809000000,5307039000000,5292930000000
21,부채,nan000000,nan000000,nan000000
22,유동부채,25919322000000,640529000000,873214000000
23,단기차입금,2726701000000,63918000000,162859000000
24,매입채무,7430851000000,173056000000,240112000000
25,미지급금,2392058000000,84587000000,87099000000
26,충당부채,305020000000,4873000000,6427000000
27,유동성장기부채,5493380000000,149922000000,239798000000
28,기타의유동부채,7569563000000,164173000000,136919000000
29,매각예정부채,1749000000,0000000,0000000
30,비유동부채,30637237000000,2064142000000,1918912000000
31,사채및장기차입금,23496303000000,1376034000000,1226349000000
32,장기미지급금,3034627000000,4347000000,3444000000
33,확정급여부채,265703000000,17971000000,23507000000
34,충당부채,135480000000,0000000,0000000
35,이연법인세부채,2960464000000,661519000000,664257000000
36,기타의비유동부채,744660000000,4271000000,1355000000
37,부채총계,56556559000000,2704671000000,2792126000000
38,자본,nan000000,nan000000,nan000000
39,지배기업소유주에 귀속되는 자본,12566518000000,2585433000000,2500364000000
40,자본금,15385000000,10000000000,10000000000
41,기타불입자본,4773965000000,"(555,097)000000","(535,911)000000"
42,이익잉여금,7801713000000,3178899000000,3126459000000
43,기타자본구성요소,"(24,545)000000","(48,369)000000","(100,184)000000"
44,비지배지분,27510732000000,16935000000,440000000
45,자본총계,40077250000000,2602368000000,2500804000000
46,자본과부채총계,96633809000000,5307039000000,5292930000000
47,매출액,39569775000000,2425966000000,2301755000000
48,매출원가,35495427000000,2143467000000,2066431000000
