,Unnamed: 0,제 45 기,제 44 기,제 43 기
0,자산,nan0,nan0,nan0
1,유동자산,258032863231.00,2769647880910,3062989648630
2,현금및현금성자산,31530038905.00,444990476330,631428037560
3,금융기관예치금,0.00,104000000000,67640000000
4,당기손익인식지정금융자산,9602715863.00,00,00
5,매출채권,92863797392.00,1055918248160,1178428089630
6,기타채권,1517053145.00,35082472140,46714674940
7,당기법인세자산,171943771.00,214645060,00
8,기타유동자산,4927000400.00,58155194580,41147551800
9,재고자산,108696131359.00,1071286844640,1097631294700
10,매각예정자산,8724182396.00,00,00
11,비유동자산,455740091822.00,4509868065850,4538726828060
12,장기금융기관예치금,1410000000.00,10500000000,9600000000
13,매도가능금융자산,3663874450.00,11251297000,10595667850
14,장기매출채권,18135089.00,156014190,202577630
15,장기기타채권,6576468575.00,58980978520,71243090950
16,관계기업주식,555850000.00,48180651490,50879424760
17,이연법인세자산,20169804930.00,264300318670,250730834510
18,기타비유동자산,214490328.00,2437708370,2195132080
19,유형자산,392536537237.00,3785984833940,3806359459050
20,투자부동산,3212368794.00,32553875760,32661422720
21,무형자산,27382562419.00,295522387910,304259218510
22,자산총계,713772955053.00,7279515946760,7601716476690
23,부채,nan0,nan0,nan0
24,유동부채,137682130812.00,1542212011870,1859754653020
25,기타유동금융부채,0.00,11790500,1814790
26,매입채무,57540710006.00,614283230440,644917466100
27,기타채무,41262754234.00,490545941570,454192021720
28,단기차입금,22983074170.00,340638562190,630505075260
29,유동성장기부채,0.00,4669871830,14567541270
30,당기법인세부채,1335642718.00,12222742870,38086460190
31,유동성금융리스부채,0.00,6960510,27213550
32,유동성충당부채,1878411747.00,22461545020,14390537860
33,기타유동부채,6294237725.00,57371366940,62729532740
34,매각예정부채,6387300212.00,00,00
35,유동성파생상품부채,0.00,00,336989540
36,비유동부채,259522415892.00,2761103672120,2711274246980
37,장기기타채무,12650847453.00,126934959460,115702701090
38,장기차입금,240000000000.00,2476663203740,2467115995360
39,순확정급여부채,6507962604.00,152713827530,122982369140
40,충당부채,363605835.00,4791681390,5473181390
41,부채총계,397204546704.00,4303315683990,4571028900000
42,자본,nan0,nan0,nan0
43,지배기업의 소유주에게 귀속되는 자본,316567016780.00,2976200262770,3030687576690
44,자본금,237230757000.00,2372307570000,2372307570000
45,이익잉여금,77727550542.00,609868989030,668278786500
46,기타포괄손익누계액,705436157.00,"(298,583,441)0","(643,777,028)0"
47,기타자본구성요소,903273081.00,"(299,046,185)0","(346,100,953)0"
48,비지배지분,1391569.00,00,00
49,자본총계,316568408349.00,2976200262770,3030687576690
50,자본및부채총계,713772955053.00,7279515946760,7601716476690
51,매출액,8564570558500,2078902170050,9537865543260
52,매출원가,7244641822380,1831338362820,8139535462290
53,매출총이익,1319928736120,247563807230,1398330080970
54,판매비와일반관리비,833319747630,256278431350,986418347500
55,영업이익(손실),486608988490,"(871,462,412)0",411911733470
56,기타영업외수익,176636459200,28233796600,185333401660
57,기타영업외비용,277467668850,54439331930,658739962950
58,관계기업투자손실,"(434,385,789)0","(278,598,607)0","(728,443,564)0"
59,금융수익,29792748250,2410585000,8217230830
60,금융비용,78155152490,21309144250,174552833410
61,법인세비용차감전순이익(손실),333071516710,"(5,660,470,477)0","(23,511,486,604)0"
62,법인세비용(수익),114530668300,"(1,344,841,879)0",937673180
63,당기순이익(손실),218540848410,"(4,315,628,598)0","(23,605,253,922)0"
64,기타포괄손익,"(1,197,998,519)0","(1,149,406,594)0",27501034810
65,당기손익으로 재분류되는 세후기타포괄손익,11035980650,3451935870,22543114370
66,해외사업환산손익,20936760950,2871979860,19820732930
67,매도가능금융자산평가손익,"(1,010,751,076)0",511390730,"(54,337,009)0"
68,지분법자본변동,206730460,68565280,"(29,051,502)0"
69,파생상품평가손익,00,00,3556266550
70,당기손익으로 재분류되지 않는 세후기타포괄손익,"(2,301,596,584)0","(1,494,600,181)0",4957920440
71,지분법이익잉여금변동,"(22,020,764)0","(69,142)0","(33,612,942)0"
72,순확정급여부채의 재측정요소,"(2,279,575,820)0","(1,494,531,039)0",5294049860
73,총포괄손익,nan0,nan0,nan0
74,지배기업소유주지분,206560589780,"(5,465,035,192)0","(20,855,150,441)0"
75,비지배지분,273440,00,00
76,주당이익,nan0,nan0,nan0
77,기본및희석주당이익(손실),4720,(93)0,(510)0
78,영업활동현금흐름,646162495200,204534810210,613848694380
79,당기순이익(손실),218540848410,"(4,315,628,598)0","(23,605,253,922)0"
80,비용가산,746562165660,159814866250,1188853174450
81,퇴직급여,55232897230,14973383200,67417845130
82,감가상각비,317436379040,80183130590,371439746840
83,무형자산상각비,39219147750,9903678470,40272991020
84,운휴자산감가상각비,5524068440,194834310,1563228050
85,판매보증비,2984363130,4162315080,12242025290
86,금융보증비용,00,9975710,00
87,주식보상비용,19488544100,163038000,870814170
88,매출채권손상차손,1504946820,2982802420,500499440
89,기타채권손상차손,532878250,00,00
90,외화환산손실,17830854130,7771888140,25559636390
91,유형자산처분손실,15153824360,2260121660,2622334410
92,무형자산처분손실,00,15433250,00
93,유형자산손상차손,46520561550,00,459296441280
94,관계기업주식처분손실,17699770100,3517672400,2112613520
95,이자비용,78155152500,21298404660,131063744660
