,Unnamed: 0,제 45 기,제 44 기,제 43 기
96,파생상품거래손실,00,763890,540080
97,기타의영업외비용,14748109960,25825843260,00
98,법인세비용(수익),114530668300,"(1,344,841,879)0",937673180
99,외환차손,00,00,3540992320
100,무형자산손상차손,00,00,365000000
101,관계기업주식손상차손,00,00,5558500000
102,파생상품평가손실,00,00,2721683940
103,기타의금융비용,00,00,40766864730
104,기타비유동자산손상차손,00,00,20000000000
105,수익차감,"(6,929,736,596)0","(1,401,156,702)0","(4,408,385,484)0"
106,외화환산이익,23985205720,9986543800,30115739820
107,유형자산처분이익,1838375160,882751890,3585076200
108,이자수익,6609543300,2135848920,6368285490
109,배당금수익,2134478000,274736080,1553214600
110,하자보수충당부채 환입,325122300,00,00
111,금융보증수수료이익,11790500,00,3585210
112,당기손익인식금융자산평가이익,237158630,00,00
113,매도가능금융자산처분이익,17863965880,00,00
114,차입금상환이익,2935814260,00,00
115,지분법이익,13355912210,731686330,386677880
116,기타채권손상차손환입,00,00,62191600
117,매출채권손상차손환입,00,00,165446960
118,무형자산처분이익,00,00,3463880
119,유형자산손상차손환입,00,00,843497220
120,판매보증충당부채환입,00,00,704530450
121,파생상품거래이익,00,00,292145530
122,운전자본의 변동,"(20,675,099,610)0",124366531750,"(24,517,678,585)0"
123,매출채권,121365208860,121679474580,131105216630
124,기타채권,19543271070,13561755640,"(1,678,849,112)0"
125,기타유동자산,7534649850,"(1,674,080,406)0",4285843520
126,재고자산,"(2,119,260,146)0",27523759310,"(1,565,796,114)0"
127,매입채무,"(4,095,790,045)0","(3,223,949,219)0","(22,316,050,759)0"
128,기타채무,"(10,721,664,565)0",20693953760,"(6,205,861,024)0"
129,충당부채,"(15,973,997)0","(408,377,703)0","(1,081,178,382)0"
130,기타유동부채,11600945550,"(47,410,750)0",95560390
131,장기기타채무,"(1,577,205,575)0","(131,553,351)0",45522927280
132,사외적립자산의 예치,"(15,474,827,934)0",00,00
133,순확정급여부채,"(2,674,784,881)0","(423,869,725)0","(9,770,897,976)0"
134,법인세 납부액,"(4,289,215,681)0","(2,247,873,479)0","(4,969,130,016)0"
135,투자활동현금흐름,"(59,115,456,348)0","(8,863,083,992)0","(43,907,500,940)0"
136,투자활동으로 인한 현금유입액,149907046410,90237281790,45396364730
137,이자수익의 수취,5729270200,1974351770,7615761990
138,배당금의 수취,2044478000,274736080,1553214600
139,금융기관예치금의 감소,104000000000,67640000000,00
140,기타채권의 감소,2338705220,306217520,13838922420
141,매도가능금융자산의 처분,5847546000,00,00
142,장기기타채권의 감소,1094053260,18923029430,11341273240
143,유형자산의 처분,3297338630,1108946990,10072634140
144,비유동기타채무의 증가,25555655100,10000000,00
145,무형자산의 처분,00,00,974558340
146,투자활동으로 인한 현금유출액,"(74,106,160,989)0","(17,886,812,171)0","(48,447,137,413)0"
147,금융기관예치금의 증가,3600000000,104900000000,71240000000
148,매도가능금융자산의 취득,3355000000,00,00
149,파생상품의 결제,00,337753430,4574764200
150,당기손익인식지정금융자산의취득,96748000000,00,00
151,기타채권의 증가,655289410,515536640,15288504340
152,장기기타채권의 증가,7833317550,7316229980,39055814210
153,유형자산의 취득,602282689330,61641174740,336082868120
154,무형자산의 취득,9409812280,234000000,3137958040
155,유동기타부채의감소,1690000000,00,00
156,정부보조금 정산,15487501320,3923426920,15091465220
157,재무활동현금흐름,"(18,497,737,954)0","(30,486,770,142)0","(27,213,574,626)0"
158,재무활동으로 인한 현금유입액,1646487447330,597383392550,7640837162210
159,단기차입금의 차입,1632997810830,597383392550,5207939085200
160,장기차입금의 차입,1815623260,00,2409595020330
161,정부보조금의 수령,11662454540,00,18387600000
162,자기주식의 처분,11558700,00,4915456680
163,재무활동으로 인한 현금유출액,"(183,146,482,687)0","(90,225,109,397)0","(791,297,290,847)0"
164,이자비용의 지급,83026131190,13606493280,100033668420
165,단기차입금의 상환,1742723260180,887980379010,5550549385190
166,유동성금융리스부채의 상환,00,20309150,77838330
167,장기차입금의 상환,5715435500,643912530,1575201933880
168,유동성장기부채의 상환,00,00,280230082650
169,유동성사채의 상환,00,00,406880000000
170,현금의 증감,"(12,996,944,782)0","(18,896,373,113)0","(9,736,206,128)0"
171,기초현금,444990476330,631428037560,715122855610
172,현금 및 현금성자산의 환율변동으로 인한 효과,7321120800,2526169900,13667243230
173,매각예정자산에 포함된 현금및현금성자산,"(704,176,026)0",00,00
174,기말현금,315300389050,444990476330,631428037560
