,Unnamed: 0,제 28 기,제 27 기,제 26 기
61,법인세비용차감전계속영업이익,7528383000000,7443146000000,4885357000000
62,계속영업법인세비용,1924555000000,2251751000000,1342882000000
63,계속영업당기순이익,5603828000000,5191395000000,3542475000000
64,중단영업이익,547313000000,"(124,913)000000","(719,991)000000"
65,당기순이익,6151141000000,5066482000000,2822484000000
66,지배기업소유주지분순이익,2253123000000,1677432000000,765580000000
67,비지배지분순이익,3898018000000,3389050000000,2056904000000
68,기타포괄손익,"(120,845)000000","(600,361)000000",44839000000
69,후속적으로 당기손익으로 재분류되지 않는 항목,"(289,300)000000",26707000000,"(21,116)000000"
70,확정급여제도의 재측정요소,"(137,019)000000",26707000000,"(21,116)000000"
71,기타포괄손익-공정가치측정 금융자산 평가손익,"(152,281)000000",nan000000,nan000000
72,후속적으로 당기손익으로 재분류되는 항목,168455000000,"(627,068)000000",65955000000
73,매도가능금융자산평가손익,nan000000,202311000000,34703000000
74,지분법자본변동,51283000000,"(281,370)000000","(10,985)000000"
75,파생상품평가손익,35134000000,"(10,944)000000","(37,245)000000"
76,해외사업환산손익,146709000000,"(529,240)000000",73865000000
77,표시통화환산손익,"(64,671)000000","(7,825)000000",5617000000
78,연결총포괄이익,6030296000000,4466121000000,2867323000000
79,지배기업소유주지분,2300054000000,1395482000000,766478000000
80,비지배지분,3730242000000,3070639000000,2100845000000
81,주당이익,nan000000,nan000000,nan000000
82,보통주기본주당이익 (단위 : 원),40310000000,30007000000,13676000000
83,보통주기본주당계속영업이익 (단위 : 원) (단위 : 원),33433000000,30775000000,14705000000
84,영업활동으로 인한 현금흐름,7856509000000,6930080000000,9110672000000
85,당기순이익,6151141000000,5066482000000,2822484000000
86,비현금항목 조정,5625298000000,6580676000000,8145103000000
87,운전자본 조정,"(1,736,169)000000","(2,559,772)000000",130353000000
88,이자의 수취,235557000000,213774000000,198642000000
89,이자의 지급,"(1,210,594)000000","(1,128,516)000000","(1,140,901)000000"
90,배당금의 수취,304499000000,217572000000,172033000000
91,법인세의 납부,"(1,513,223)000000","(1,460,136)000000","(1,217,042)000000"
92,투자활동으로 인한 현금흐름,"(10,181,756)000000","(6,292,859)000000","(7,380,510)000000"
93,장단기금융상품의 순증감,"(518,981)000000",693888000000,"(1,428,609)000000"
94,장단기대여금의 순증감,"(48,019)000000",3862000000,"(25,642)000000"
95,투자증권의 순증감,440367000000,nan000000,nan000000
96,매도가능금융자산의 처분,nan000000,252787000000,587816000000
97,관계기업및공동기업투자의 처분,139606000000,17168000000,92180000000
98,유형자산의 처분,519662000000,275691000000,167465000000
99,무형자산의 처분,14992000000,23502000000,35886000000
100,매각예정자산의 처분,100493000000,516187000000,152323000000
101,투자증권의 취득,"(577,922)000000",nan000000,nan000000
102,매도가능금융자산의 취득,nan000000,"(294,769)000000","(108,762)000000"
103,관계기업및공동기업투자의 취득,"(1,471,119)000000","(1,185,619)000000","(218,704)000000"
104,유형자산의 취득,"(6,275,589)000000","(4,971,873)000000","(4,935,373)000000"
105,무형자산의 취득,"(928,053)000000","(382,647)000000","(914,120)000000"
106,연결범위변동으로 인한 현금의 순증감,"(1,796,249)000000","(1,388,381)000000","(1,053,037)000000"
107,사업양도,179399000000,299651000000,nan000000
108,기타투자활동으로 인한 현금유출입액,39657000000,"(152,306)000000",268067000000
109,재무활동으로 인한 현금흐름,1929728000000,"(407,998)000000","(1,622,374)000000"
110,단기차입금의 순증감,737302000000,206701000000,"(150,109)000000"
111,사채및차입금의 증가,13278054000000,6097851000000,5956151000000
112,장기미지급금의 증가,44666000000,146999000000,653730000000
113,사채및차입금의 감소,"(9,239,190)000000","(5,623,136)000000","(627,336)000000"
114,장기미지급금의 감소,"(582,532)000000","(751,516)000000","(321,925)000000"
115,배당금의 지급,"(1,511,072)000000","(1,356,415)000000","(1,132,614)000000"
116,연결자본거래로 인한 현금유출입액,"(782,203)000000",1173381000000,113132000000
117,기타재무활동으로 인한 현금유출입액,"(15,297)000000","(301,863)000000","(6,113,403)000000"
118,현금및현금성자산의 증가,"(395,519)000000",229223000000,107788000000
119,외화환산으로 인한 현금및현금성자산의 변동,32712000000,"(160,753)000000","(13,961)000000"
120,매각예정자산에 포함된 현금및 현금성자산,nan000000,"(9,585)000000","(2,094)000000"
121,기초현금및현금성자산,7145842000000,7086957000000,6995224000000
122,기말현금및현금성자산,6783035000000,7145842000000,7086957000000
